REVENUE,CROSS_SELL_SUCCESS,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
3517.50,1,Bodger,bodger@me.com,Bodger,Bodger,238.00,4.00,6.00,7.00,112.45,1.00,2.00,0.00,1.00,5.00,1.00,9.00,2.00,2.00,0.00,0.00,157.50,5.00,1.00,4.00,9.00,504.00
1688.75,1,Brogg,brogg@yahoo.com,Brogg,Brogg,14.00,1.00,11.00,3.00,88.00,1.00,3.00,0.00,1.00,6.00,2.00,0.00,0.00,1.00,0.00,0.00,114.00,5.00,0.00,1.00,16.00,0.00
1350.00,1,Bryan of Oldtown,bryan.of.oldtown@yahoo.com,Bryan,of Oldtown,61.00,6.00,6.00,7.00,211.86,1.00,0.00,0.00,0.00,5.00,1.00,0.00,2.00,0.00,0.00,0.00,127.10,5.00,1.00,2.00,15.00,0.00
4567.50,1,Byron,byron@travelers.com,Byron,Byron,55.00,1.00,7.00,1.00,53.00,1.00,3.00,0.00,0.00,6.00,1.00,0.00,0.00,4.00,1.00,1.00,147.80,5.00,1.00,3.00,15.00,432.00
2625.00,1,Crawn,crawn@yahoo.com,Crawn,Crawn,49.00,4.00,5.00,10.00,146.78,0.00,1.00,0.00,1.00,6.00,2.00,4.00,1.00,4.00,1.00,1.00,164.00,5.00,1.00,3.00,13.00,72.00
3078.25,1,Daeron I Targaryen,daeron.i.targaryen@protonmail.com,Daeron,I Targaryen,41.00,1.00,7.00,2.00,50.00,1.00,2.00,0.00,1.00,6.00,1.00,6.00,5.00,1.00,0.00,0.00,165.50,5.00,1.00,3.00,11.00,0.00
1800.00,1,Dickon Manwoody,dickon.manwoody@protonmail.com,Dickon,Manwoody,166.00,8.00,4.00,10.00,90.37,1.00,5.00,2.00,1.00,5.00,1.00,31.00,0.00,2.00,1.00,1.00,171.40,5.00,1.00,3.00,12.00,0.00
2130.00,1,Dorren Stark,dorren.stark@chevron.com,Dorren,Stark,88.00,5.00,8.00,4.00,88.17,1.00,1.00,0.00,1.00,5.00,1.00,7.00,0.00,3.00,1.00,0.00,177.50,5.00,1.00,3.00,13.00,137.00
1730.00,1,Draqaz,draqaz@mcdonalds.com,Draqaz,Draqaz,57.00,6.00,7.00,5.00,117.46,1.00,1.00,0.00,1.00,5.00,1.00,0.00,4.00,4.00,0.00,0.00,142.20,5.00,1.00,3.00,14.00,0.00
4750.00,1,Eglantine,eglantine@cocacola.com,Eglantine,Eglantine,155.00,6.00,8.00,7.00,120.78,1.00,4.00,0.00,1.00,6.00,2.00,0.00,4.00,0.00,1.00,0.00,227.60,5.00,2.00,4.00,9.00,554.00
1150.00,1,Elbert Arryn,elbert.arryn@unitedtech.com,Elbert,Arryn,78.00,3.00,4.00,9.00,68.50,1.00,2.00,0.00,1.00,5.00,2.00,12.00,9.00,1.00,0.00,0.00,154.00,5.00,0.00,2.00,15.00,0.00
1979.00,1,Endrew Tarth,endrew.tarth@ibm.com,Endrew,Tarth,55.00,3.00,7.00,2.00,179.71,1.00,1.00,0.00,1.00,5.00,2.00,2.00,0.00,3.00,1.00,0.00,172.40,5.00,1.00,3.00,15.00,359.00
1662.50,1,Eustace Osgrey,eustace.osgrey@passport.com,Eustace,Osgrey,14.00,1.00,11.00,4.00,112.15,1.00,2.00,0.00,1.00,6.00,2.00,14.00,3.00,3.00,1.00,0.00,169.90,5.00,0.00,3.00,13.00,0.00
1270.00,1,Frenken,frenken@protonmail.com,Frenken,Frenken,49.00,9.00,2.00,5.00,107.82,0.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,1.00,1.00,1.00,114.90,5.00,0.00,2.00,15.00,0.00
3933.00,1,Garth Tyrell,garth.tyrell@msn.com,Garth,Tyrell,246.00,7.00,10.00,5.00,146.63,0.00,5.00,0.00,0.00,5.00,2.00,4.00,0.00,0.00,0.00,0.00,164.10,5.00,0.00,4.00,12.00,406.00
1654.00,1,Gendel,gendel@gmail.com,Gendel,Gendel,40.00,3.00,7.00,10.00,60.31,1.00,0.00,0.00,1.00,5.00,2.00,13.00,0.00,3.00,0.00,0.00,165.60,5.00,1.00,3.00,12.00,92.00
2775.00,1,Greydon Goodbrother,greydon.goodbrother@protonmail.com,Greydon,Goodbrother,58.00,9.00,8.00,5.00,180.59,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,0.00,0.00,206.40,5.00,2.00,3.00,11.00,383.00
1979.00,1,Gulian Qorgyle,gulian.qorgyle@intel.com,Gulian,Qorgyle,53.00,4.00,8.00,9.00,122.84,1.00,3.00,0.00,0.00,6.00,2.00,0.00,0.00,1.00,1.00,0.00,193.50,5.00,1.00,3.00,13.00,233.00
1810.00,1,Harlan Grandison,harlan.grandison@yahoo.com,Harlan,Grandison,142.00,6.00,5.00,3.00,245.82,0.00,0.00,0.00,1.00,6.00,2.00,38.00,0.00,3.00,1.00,0.00,167.50,5.00,1.00,3.00,12.00,0.00
7087.50,1,Hendry Bracken,hendry.bracken@exxon.com,Hendry,Bracken,155.00,1.00,7.00,9.00,39.00,1.00,0.00,0.00,1.00,6.00,1.00,0.00,6.00,2.00,1.00,0.00,169.40,5.00,1.00,4.00,10.00,302.00
2820.00,1,Herbert Bolling,herbert.bolling@gmail.com,Herbert,Bolling,95.00,7.00,6.00,8.00,92.73,1.00,1.00,0.00,0.00,6.00,2.00,6.00,1.00,1.00,1.00,0.00,203.10,5.00,1.00,3.00,13.00,0.00
2790.00,1,Hoke,hoke@gmail.com,Hoke,Hoke,78.00,3.00,10.00,5.00,121.38,1.00,1.00,0.00,1.00,5.00,1.00,48.00,0.00,2.00,0.00,0.00,178.80,5.00,1.00,3.00,15.00,0.00
1920.00,1,Hot Pie,hot.pie@msn.com,Hot,Pie,66.00,3.00,6.00,2.00,88.60,1.00,1.00,1.00,0.00,6.00,1.00,0.00,3.00,2.00,0.00,0.00,139.50,5.00,1.00,3.00,14.00,218.00
1270.00,1,Hother Umber,hother.umber@disney.com,Hother,Umber,57.00,7.00,5.00,8.00,80.10,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,3.00,0.00,0.00,150.70,5.00,0.00,2.00,16.00,0.00
1320.00,1,Humfrey Hewett,humfrey.hewett@protonmail.com,Humfrey,Hewett,60.00,3.00,7.00,7.00,58.50,1.00,1.00,1.00,1.00,5.00,2.00,0.00,0.00,1.00,0.00,0.00,145.00,5.00,0.00,2.00,15.00,0.00
1910.00,1,Igon Vyrwel,igon.vyrwel@gmail.com,Igon,Vyrwel,129.00,6.00,8.00,5.00,88.50,1.00,1.00,0.00,0.00,6.00,1.00,13.00,0.00,0.00,0.00,0.00,171.60,5.00,1.00,3.00,14.00,0.00
1745.00,1,Jack-Be-Lucky,jack-be-lucky@chevron.com,Jack-Be-Lucky,Jack-Be-Lucky,53.00,2.00,6.00,5.00,128.00,1.00,3.00,3.00,1.00,6.00,2.00,32.00,2.00,1.00,1.00,0.00,156.40,5.00,1.00,2.00,16.00,0.00
2130.00,1,Janei Lannister,janei.lannister@yahoo.com,Janei,Lannister,177.00,7.00,6.00,10.00,118.99,1.00,1.00,0.00,1.00,4.00,1.00,4.00,6.00,2.00,1.00,0.00,166.40,5.00,1.00,3.00,14.00,67.00
1670.00,1,Jaqen H'ghar,jaqen.h'ghar@merck.com,Jaqen,H'ghar,70.00,2.00,7.00,2.00,95.34,1.00,3.00,0.00,1.00,5.00,1.00,31.00,3.00,3.00,0.00,0.00,137.40,5.00,0.00,3.00,14.00,0.00
1639.00,1,Jarl,jarl@exxon.com,Jarl,Jarl,103.00,4.00,7.00,9.00,84.25,1.00,1.00,0.00,1.00,5.00,1.00,37.00,3.00,1.00,0.00,0.00,148.20,5.00,1.00,3.00,14.00,170.00
1750.00,1,Jeyne Arryn,jeyne.arryn@boeing.com,Jeyne,Arryn,38.00,8.00,7.00,9.00,86.17,1.00,2.00,0.00,1.00,6.00,1.00,7.00,3.00,3.00,0.00,0.00,164.70,5.00,1.00,3.00,13.00,0.00
1810.00,1,Jeyne Beesbury,jeyne.beesbury@mmm.com,Jeyne,Beesbury,77.00,5.00,7.00,1.00,165.43,0.00,0.00,1.00,1.00,5.00,2.00,5.00,6.00,4.00,1.00,1.00,158.60,5.00,1.00,3.00,14.00,0.00
1160.00,1,Donnel Locke,donnel.locke@passport.com,Donnel,Locke,35.00,3.00,5.00,3.00,105.20,1.00,4.00,0.00,1.00,6.00,2.00,47.00,0.00,1.00,0.00,0.00,140.30,5.00,0.00,2.00,14.00,0.00
2512.50,1,Jeyne Poole,jeyne.poole@yahoo.com,Jeyne,Poole,54.00,9.00,9.00,9.00,100.12,1.00,0.00,0.00,1.00,6.00,1.00,37.00,0.00,1.00,1.00,1.00,153.40,5.00,1.00,3.00,13.00,248.00
4500.00,1,Alester Norcross,alester.norcross@microsoft.com,Alester,Norcross,122.00,7.00,8.00,10.00,134.77,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,238.50,5.00,1.00,4.00,11.00,280.00
1000.00,1,Bael the Bard,bael.the.bard@boeing.com,Bael,the Bard,15.00,6.00,12.00,6.00,90.38,1.00,0.00,0.00,1.00,5.00,2.00,12.00,0.00,3.00,0.00,0.00,176.40,5.00,1.00,2.00,14.00,0.00
1841.00,1,Balman Byrch,balman.byrch@protonmail.com,Balman,Byrch,168.00,6.00,8.00,2.00,85.50,1.00,0.00,0.00,1.00,6.00,2.00,6.00,3.00,1.00,0.00,0.00,141.90,5.00,1.00,3.00,14.00,0.00
1560.00,1,Bannen,bannen@cisco.com,Bannen,Bannen,106.00,4.00,3.00,9.00,118.99,1.00,3.00,0.00,1.00,6.00,2.00,13.00,5.00,0.00,1.00,0.00,172.80,5.00,1.00,2.00,16.00,0.00
2000.00,1,Bethany Bracken,bethany.bracken@yahoo.com,Bethany,Bracken,68.00,6.00,5.00,5.00,89.50,1.00,8.00,0.00,1.00,6.00,1.00,3.00,2.00,5.00,0.00,0.00,177.20,5.00,1.00,3.00,13.00,120.00
1900.00,1,Bethany Redwyne,bethany.redwyne@intel.com,Bethany,Redwyne,42.00,6.00,6.00,1.00,80.33,1.00,1.00,0.00,0.00,6.00,1.00,4.00,0.00,6.00,1.00,0.00,151.40,5.00,1.00,3.00,12.00,0.00
1930.00,1,Black Balaq,black.balaq@ge.org,Black,Balaq,62.00,7.00,6.00,9.00,94.79,1.00,4.00,0.00,1.00,6.00,1.00,9.00,1.00,1.00,1.00,0.00,179.00,5.00,0.00,3.00,11.00,158.00
3510.00,1,Boremund Harlaw,boremund.harlaw@protonmail.com,Boremund,Harlaw,107.00,4.00,10.00,1.00,105.55,1.00,1.00,0.00,1.00,5.00,1.00,6.00,0.00,6.00,1.00,0.00,162.90,5.00,1.00,4.00,9.00,296.00
2640.00,1,Boy,boy@live.com,Boy,Boy,46.00,6.00,6.00,8.00,86.58,1.00,2.00,2.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,149.60,5.00,0.00,3.00,14.00,140.00
1776.00,1,Byam Flint,byam.flint@protonmail.com,Byam,Flint,37.00,6.00,4.00,3.00,137.95,1.00,2.00,0.00,1.00,5.00,2.00,3.00,0.00,4.00,0.00,0.00,172.80,5.00,1.00,3.00,12.00,70.00
2992.50,1,Clarence Crabb (Short),clarence.crabb.(short)@apple.com,Clarence,Crabb ,180.00,7.00,6.00,10.00,82.51,0.00,2.00,0.00,1.00,5.00,1.00,31.00,0.00,3.00,0.00,0.00,150.60,5.00,1.00,3.00,13.00,143.00
3124.50,1,Daemon Sand,daemon.sand@apple.com,Daemon,Sand,129.00,5.00,9.00,3.00,133.30,0.00,1.00,0.00,1.00,6.00,1.00,37.00,0.00,0.00,1.00,0.00,160.00,5.00,1.00,4.00,10.00,640.00
1395.00,1,Daenerys Targaryen,daenerys.targaryen@cocacola.com,Daenerys,Targaryen,71.00,3.00,4.00,5.00,98.00,1.00,4.00,0.00,1.00,6.00,2.00,0.00,0.00,2.00,0.00,0.00,148.90,5.00,1.00,2.00,15.00,0.00
3180.00,1,Daeron Targaryen (son of Maekar I),daeron.targaryen.(son.of.maekar.i)@gmail.com,Daeron,Targaryen ,138.00,5.00,8.00,2.00,103.06,1.00,3.00,0.00,1.00,5.00,2.00,11.00,0.00,2.00,0.00,0.00,165.80,5.00,1.00,4.00,11.00,294.00
2880.00,1,Dale Drumm,dale.drumm@msn.com,Dale,Drumm,153.00,9.00,7.00,1.00,68.00,1.00,0.00,1.00,1.00,5.00,2.00,0.00,9.00,2.00,0.00,0.00,188.40,5.00,1.00,3.00,14.00,0.00
1550.00,1,Danny Flint,danny.flint@yahoo.com,Danny,Flint,36.00,8.00,9.00,4.00,21.00,1.00,2.00,0.00,1.00,5.00,2.00,7.00,0.00,2.00,1.00,0.00,182.60,5.00,1.00,2.00,16.00,0.00
1775.00,1,Denys Darklyn,denys.darklyn@protonmail.com,Denys,Darklyn,60.00,7.00,7.00,3.00,89.70,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,214.00,5.00,1.00,3.00,12.00,0.00
4500.00,1,Denys Drumm,denys.drumm@walmart.com,Denys,Drumm,218.00,4.00,10.00,7.00,104.37,1.00,0.00,0.00,0.00,6.00,1.00,22.00,6.00,2.00,0.00,0.00,211.30,5.00,1.00,4.00,11.00,660.00
1260.00,1,Deziel Dalt,deziel.dalt@gmail.com,Deziel,Dalt,33.00,2.00,5.00,8.00,55.00,1.00,2.00,0.00,0.00,6.00,1.00,7.00,0.00,1.00,0.00,0.00,165.60,5.00,1.00,2.00,17.00,0.00
1895.00,1,Dick Crabb,dick.crabb@me.com,Dick,Crabb,112.00,5.00,8.00,2.00,101.79,1.00,2.00,0.00,1.00,5.00,1.00,32.00,0.00,2.00,0.00,0.00,160.80,5.00,1.00,3.00,15.00,0.00
1945.00,1,Donnel of Duskendale,donnel.of.duskendale@gmail.com,Donnel,of Duskendale,46.00,9.00,9.00,5.00,109.32,1.00,1.00,1.00,0.00,6.00,1.00,8.00,8.00,2.00,0.00,0.00,189.50,5.00,1.00,3.00,13.00,0.00
1810.00,1,Durran,durran@gmail.com,Durran,Durran,48.00,4.00,8.00,10.00,74.41,1.00,3.00,0.00,0.00,6.00,2.00,14.00,8.00,5.00,0.00,0.00,148.60,5.00,0.00,3.00,15.00,170.00
2040.00,1,Eddara Tallhart,eddara.tallhart@cisco.com,Eddara,Tallhart,71.00,8.00,6.00,5.00,94.39,1.00,4.00,0.00,1.00,5.00,2.00,2.00,0.00,0.00,0.00,0.00,223.70,5.00,1.00,3.00,14.00,0.00
2835.00,1,Edmure Tully,edmure.tully@protonmail.com,Edmure,Tully,115.00,7.00,10.00,5.00,121.23,1.00,0.00,1.00,1.00,6.00,1.00,39.00,0.00,1.00,0.00,0.00,180.00,5.00,0.00,3.00,11.00,0.00
4575.00,1,Eustace (Dance of the Dragons),eustace.(dance.of.the.dragons)@visa.com,Eustace,,188.00,7.00,8.00,10.00,127.69,1.00,3.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,181.60,5.00,1.00,4.00,10.00,378.00
4590.00,1,Falyse Stokeworth,falyse.stokeworth@aol.com,Falyse,Stokeworth,142.00,5.00,10.00,6.00,88.69,1.00,1.00,0.00,0.00,6.00,1.00,5.00,2.00,1.00,0.00,0.00,170.20,5.00,1.00,4.00,10.00,766.00
4650.00,1,Flement Brax,flement.brax@yahoo.com,Flement,Brax,176.00,8.00,7.00,10.00,110.47,1.00,2.00,0.00,1.00,5.00,1.00,0.00,0.00,4.00,1.00,0.00,196.40,5.00,1.00,4.00,10.00,674.00
1710.00,1,Garigus,garigus@gmail.com,Garigus,Garigus,85.00,2.00,5.00,1.00,83.00,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,3.00,0.00,0.00,156.40,5.00,1.00,3.00,13.00,130.00
1580.00,1,Gerold Hightower,gerold.hightower@yahoo.com,Gerold,Hightower,144.00,7.00,4.00,10.00,87.50,1.00,0.00,0.00,0.00,5.00,2.00,17.00,0.00,0.00,0.00,0.00,130.20,5.00,0.00,2.00,16.00,108.00
2231.25,1,Godwyn,godwyn@yahoo.com,Godwyn,Godwyn,43.00,1.00,6.00,3.00,56.00,1.00,5.00,0.00,1.00,7.00,1.00,4.00,0.00,6.00,0.00,0.00,168.90,5.00,1.00,3.00,14.00,0.00
1410.00,1,Gormond Drumm,gormond.drumm@unitedhealth.com,Gormond,Drumm,42.00,2.00,5.00,7.00,89.14,1.00,2.00,1.00,1.00,6.00,2.00,8.00,3.00,4.00,1.00,0.00,146.40,5.00,0.00,3.00,13.00,0.00
1780.00,1,Guyard Morrigen,guyard.morrigen@gmail.com,Guyard,Morrigen,151.00,7.00,7.00,2.00,93.36,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,1.00,1.00,1.00,159.30,5.00,1.00,3.00,15.00,0.00
1935.00,1,Gyles III Gardener,gyles.iii.gardener@yahoo.com,Gyles,III Gardener,67.00,3.00,8.00,7.00,73.25,0.00,0.00,0.00,0.00,6.00,2.00,5.00,0.00,11.00,1.00,0.00,167.90,5.00,1.00,3.00,12.00,258.00
1725.00,1,Gyles Rosby,gyles.rosby@intel.com,Gyles,Rosby,35.00,3.00,7.00,2.00,29.45,1.00,1.00,1.00,1.00,6.00,1.00,0.00,0.00,4.00,0.00,0.00,173.90,5.00,0.00,3.00,12.00,456.00
2005.00,1,Gysella Goodbrother,gysella.goodbrother@verizon.com,Gysella,Goodbrother,60.00,6.00,5.00,2.00,87.50,1.00,0.00,0.00,1.00,5.00,1.00,22.00,0.00,2.00,0.00,0.00,168.20,5.00,0.00,3.00,14.00,116.00
1430.00,1,Hake,hake@amex.com,Hake,Hake,37.00,5.00,6.00,8.00,96.36,1.00,1.00,0.00,1.00,6.00,2.00,1.00,0.00,1.00,1.00,1.00,113.30,5.00,0.00,2.00,17.00,0.00
1635.00,1,Harmond Umber,harmond.umber@unitedtech.com,Harmond,Umber,54.00,9.00,7.00,10.00,128.55,0.00,0.00,0.00,1.00,5.00,1.00,48.00,0.00,0.00,0.00,0.00,165.70,5.00,1.00,3.00,12.00,0.00
3555.00,1,Harwin Strong,harwin.strong@aol.com,Harwin,Strong,110.00,3.00,8.00,2.00,96.62,1.00,0.00,1.00,1.00,6.00,2.00,3.00,4.00,3.00,0.00,0.00,157.80,5.00,1.00,4.00,8.00,194.00
1780.00,1,Helliweg,helliweg@exxon.com,Helliweg,Helliweg,46.00,2.00,7.00,2.00,84.06,1.00,1.00,0.00,0.00,5.00,2.00,52.00,0.00,16.00,0.00,0.00,173.20,5.00,1.00,3.00,13.00,336.00
1775.00,1,Helya,helya@homedepot.com,Helya,Helya,61.00,3.00,7.00,2.00,88.23,1.00,2.00,0.00,1.00,5.00,1.00,6.00,3.00,4.00,0.00,0.00,138.20,5.00,1.00,3.00,12.00,0.00
2595.00,1,Jasper Arryn,jasper.arryn@protonmail.com,Jasper,Arryn,63.00,6.00,7.00,3.00,121.82,1.00,1.00,0.00,1.00,6.00,2.00,0.00,9.00,1.00,0.00,0.00,154.10,5.00,1.00,3.00,13.00,226.00
2130.00,1,Jeyne Darry,jeyne.darry@yahoo.com,Jeyne,Darry,70.00,3.00,7.00,1.00,87.00,1.00,0.00,1.00,1.00,5.00,2.00,14.00,0.00,10.00,0.00,0.00,148.40,5.00,0.00,3.00,12.00,109.00
1600.00,1,Jeyne Fossoway,jeyne.fossoway@gmail.com,Jeyne,Fossoway,39.00,2.00,7.00,10.00,110.47,1.00,2.00,1.00,1.00,5.00,2.00,11.00,0.00,1.00,0.00,0.00,169.40,5.00,1.00,3.00,14.00,32.00
3724.50,1,Jeyne Goodbrook,jeyne.goodbrook@ge.org,Jeyne,Goodbrook,187.00,9.00,10.00,2.00,171.70,1.00,1.00,0.00,0.00,5.00,2.00,0.00,0.00,1.00,1.00,0.00,178.20,5.00,2.00,4.00,11.00,238.00
1320.00,1,Aemon Blackfyre,aemon.blackfyre@me.com,Aemon,Blackfyre,76.00,5.00,5.00,2.00,205.60,0.00,7.00,0.00,0.00,6.00,1.00,9.00,0.00,4.00,1.00,0.00,145.30,5.00,2.00,2.00,17.00,300.00
1735.00,1,Aethan,aethan@gmail.com,Aethan,Aethan,97.00,3.00,6.00,5.00,83.33,1.00,2.00,0.00,0.00,6.00,2.00,13.00,0.00,4.00,0.00,0.00,147.60,5.00,0.00,3.00,13.00,0.00
3855.00,1,Alesander Frey,alesander.frey@hotmail.com,Alesander,Frey,90.00,4.00,8.00,1.00,110.78,1.00,0.00,0.00,1.00,7.00,1.00,32.00,0.00,0.00,0.00,0.00,170.40,5.00,1.00,4.00,10.00,200.00
1470.00,1,All-for-Joffrey,all-for-joffrey@gmail.com,All-for-Joffrey,All-for-Joffrey,52.00,3.00,8.00,1.00,20.64,1.00,3.00,0.00,1.00,5.00,1.00,0.00,1.00,2.00,1.00,0.00,154.80,5.00,1.00,3.00,11.00,0.00
1955.00,1,Alliser Thorne,alliser.thorne@gmail.com,Alliser,Thorne,150.00,7.00,4.00,2.00,97.78,1.00,2.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,1.00,1.00,160.40,5.00,1.00,3.00,11.00,20.00
2760.00,1,Andar Royce,andar.royce@amex.com,Andar,Royce,69.00,8.00,8.00,10.00,90.54,1.00,1.00,0.00,0.00,5.00,2.00,4.00,7.00,4.00,0.00,0.00,172.10,5.00,0.00,3.00,12.00,210.00
1730.00,1,Andrew Estermont,andrew.estermont@ge.org,Andrew,Estermont,65.00,9.00,5.00,5.00,149.38,1.00,1.00,0.00,1.00,5.00,2.00,48.00,0.00,0.00,0.00,0.00,163.60,5.00,1.00,3.00,13.00,0.00
2715.00,1,Andrey Dalt,andrey.dalt@protonmail.com,Andrey,Dalt,122.00,6.00,7.00,9.00,95.42,1.00,0.00,0.00,1.00,6.00,2.00,3.00,2.00,2.00,0.00,0.00,179.50,5.00,1.00,3.00,14.00,281.00
1870.00,1,Archibald Yronwood,archibald.yronwood@gmail.com,Archibald,Yronwood,39.00,2.00,6.00,7.00,91.91,1.00,0.00,0.00,1.00,6.00,2.00,46.00,0.00,1.00,0.00,0.00,171.00,5.00,0.00,3.00,13.00,120.00
2000.00,1,Arron,arron@protonmail.com,Arron,Arron,67.00,3.00,8.00,1.00,105.82,1.00,2.00,0.00,1.00,6.00,1.00,4.00,0.00,3.00,1.00,0.00,209.00,5.00,2.00,3.00,12.00,240.00
1460.00,1,Axell Florent,axell.florent@verizon.com,Axell,Florent,146.00,7.00,7.00,3.00,210.74,0.00,1.00,0.00,0.00,6.00,1.00,46.00,0.00,3.00,0.00,0.00,154.80,5.00,1.00,3.00,14.00,0.00
5055.00,1,Baelor Targaryen (son of Daeron II),baelor.targaryen.(son.of.daeron.ii)@live.com,Baelor,Targaryen ,210.00,10.00,8.00,6.00,125.44,1.00,3.00,0.00,1.00,5.00,2.00,8.00,0.00,4.00,1.00,0.00,193.20,5.00,1.00,4.00,11.00,426.00
1945.00,1,Balon Greyjoy,balon.greyjoy@gmail.com,Balon,Greyjoy,75.00,3.00,9.00,2.00,88.53,1.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,4.00,0.00,0.00,174.40,5.00,0.00,3.00,13.00,0.00
1344.00,1,Barba Bracken,barba.bracken@mcdonalds.com,Barba,Bracken,31.00,5.00,6.00,8.00,178.20,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,4.00,0.00,0.00,158.80,5.00,1.00,3.00,13.00,0.00
1840.00,1,Bharbo,bharbo@gmail.com,Bharbo,Bharbo,94.00,5.00,7.00,3.00,108.88,1.00,0.00,0.00,1.00,5.00,1.00,11.00,3.00,1.00,0.00,0.00,170.70,5.00,1.00,3.00,15.00,144.00
1507.00,1,Big Boil,big.boil@jnj.com,Big,Boil,42.00,8.00,5.00,10.00,71.88,1.00,1.00,0.00,1.00,5.00,2.00,0.00,3.00,2.00,0.00,0.00,132.70,5.00,0.00,3.00,14.00,0.00
2685.00,1,Brandon Stark (son of Cregan),brandon.stark.(son.of.cregan)@apple.com,Brandon,Stark ,87.00,3.00,5.00,8.00,110.07,1.00,1.00,1.00,1.00,5.00,2.00,12.00,0.00,5.00,0.00,0.00,176.10,5.00,0.00,3.00,13.00,0.00
4875.00,1,Brynden Tully,brynden.tully@ge.org,Brynden,Tully,104.00,6.00,9.00,6.00,147.18,1.00,2.00,0.00,1.00,6.00,1.00,32.00,5.00,1.00,1.00,1.00,195.00,5.00,1.00,4.00,11.00,480.00
1415.00,1,Clarence Charlton,clarence.charlton@yahoo.com,Clarence,Charlton,57.00,9.00,5.00,6.00,103.00,1.00,2.00,0.00,1.00,6.00,2.00,12.00,0.00,0.00,0.00,0.00,133.70,5.00,1.00,2.00,17.00,0.00
1500.00,1,Clubfoot Karl,clubfoot.karl@nike.com,Clubfoot,Karl,152.00,6.00,4.00,3.00,68.06,1.00,1.00,0.00,0.00,5.00,1.00,4.00,7.00,5.00,0.00,0.00,155.80,5.00,1.00,3.00,11.00,0.00
4410.00,1,Colen of Greenpools,colen.of.greenpools@protonmail.com,Colen,of Greenpools,126.00,1.00,5.00,5.00,30.00,1.00,2.00,0.00,0.00,6.00,1.00,10.00,1.00,5.00,0.00,0.00,196.10,5.00,1.00,3.00,12.00,0.00
2070.00,1,Cotter Pyke,cotter.pyke@gmail.com,Cotter,Pyke,64.00,9.00,8.00,9.00,109.90,1.00,2.00,0.00,1.00,6.00,1.00,6.00,0.00,0.00,0.00,0.00,176.40,5.00,1.00,3.00,14.00,192.00
1850.00,1,Courtenay Greenhill,courtenay.greenhill@amex.com,Courtenay,Greenhill,66.00,3.00,7.00,3.00,89.77,0.00,0.00,0.00,0.00,5.00,1.00,0.00,4.00,1.00,0.00,0.00,173.30,5.00,1.00,3.00,15.00,0.00
1345.00,1,Creighton Longbough,creighton.longbough@microsoft.com,Creighton,Longbough,86.00,3.00,5.00,7.00,90.60,1.00,3.00,1.00,1.00,5.00,2.00,12.00,0.00,12.00,0.00,0.00,126.90,5.00,0.00,2.00,15.00,216.00
1600.00,1,Dagon Ironmaker,dagon.ironmaker@yahoo.com,Dagon,Ironmaker,52.00,9.00,6.00,4.00,60.00,1.00,0.00,0.00,1.00,6.00,1.00,13.00,0.00,4.00,0.00,0.00,126.80,5.00,2.00,2.00,16.00,88.00
4072.50,1,Damon Lannister (son of Jason),damon.lannister.(son.of.jason)@gmail.com,Damon,Lannister ,70.00,8.00,8.00,1.00,136.14,1.00,3.00,0.00,1.00,6.00,2.00,12.00,2.00,3.00,0.00,0.00,180.80,5.00,1.00,4.00,11.00,285.00
2000.00,1,Danos Slynt,danos.slynt@boeing.com,Danos,Slynt,125.00,3.00,7.00,7.00,20.45,1.00,0.00,0.00,0.00,6.00,2.00,9.00,4.00,1.00,0.00,0.00,160.70,5.00,0.00,3.00,12.00,456.00
1835.00,1,Domeric Bolton,domeric.bolton@gmail.com,Domeric,Bolton,76.00,3.00,6.00,8.00,85.44,1.00,2.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00,1.00,1.00,172.00,5.00,1.00,3.00,15.00,0.00
